C.D.S.  -  SIMBAD4 rel 1.8  -  2025.07.03CEST11:55:02

Vmag < 6 & otype = 'Star'
-------------------------

Number of objects : 5066

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------------|-----|----
168 |* rho Tuc                          |SB*|00 42 28.3718820672 -65 28 04.906571664|     ~   |5.875    |5.381    |     ~   |     ~   |F6V                  |  65 |   0
169 |* 2 Sex                            |PM*|09 38 27.2885284367 +04 38 57.453963996|7.45     |6.00     |4.68     |3.62     |2.91     |K3III                | 117 |   0
170 |* nu. Sco A                        |SB*|16 11 59.7338468136 -19 27 38.486177604|     ~   |4.359    |4.349    |     ~   |     ~   |~                    |  14 |   0
171 |* d01 Vir                          |PM*|12 41 57.1172895264 +06 48 23.817528576|     ~   |5.558    |5.573    |     ~   |     ~   |A2V                  |  56 |   0
172 |HD 106887                          |PM*|12 17 30.5738663350 +28 56 13.890845846|     ~   |5.87     |5.70     |7.06     |     ~   |kA3hA6mF1            |  83 |   0
173 |* 2 Cas                            |*  |23 09 44.1389006784 +59 19 57.687059136|6.33     |5.977    |5.679    |     ~   |     ~   |A4II                 |  52 |   0
174 |HD 83069                           |SB*|09 36 42.8527228909 +31 09 42.334645280|9.01     |7.15     |5.56     |     ~   |     ~   |M2III                |  51 |   0
175 |* d01 Pup                          |*  |07 39 27.3386401968 -38 18 28.884430663|3.99     |4.65     |4.84     |4.92     |5.08     |B3V                  | 103 |   0
176 |* tet01 Eri                        |PM*|02 58 15.6763576272 -40 18 16.839497196|     ~   |3.33     |3.18     |     ~   |     ~   |A3IV-V               |  56 |   0
177 |HD 77912                           |Pe*|09 06 31.7678430456 +38 27 07.970169096|     ~   |5.567    |4.539    |     ~   |     ~   |G7IIa                | 165 |   0
178 |HD 64225                           |PM*|07 50 23.8228575624 -50 30 34.081354872|     ~   |6.990    |5.907    |     ~   |     ~   |K2III                |  22 |   0
179 |* 18 Leo                           |*  |09 46 23.3273119968 +11 48 36.155648304|     ~   |7.142    |5.644    |     ~   |     ~   |K4III                |  54 |   0
180 |* 85 Gem                           |*  |07 55 39.8944472784 +19 53 02.281229304|     ~   |5.329    |5.365    |     ~   |     ~   |A0Vs                 |  55 |   0
181 |V* BY Boo                          |LP?|14 07 55.7554099635 +43 51 16.028575533|8.52     |6.86     |5.28     |3.43     |1.77     |M4.5III              | 182 |   0
182 |V* WZ Dor                          |LP*|05 07 34.0268609928 -63 23 58.847362584|     ~   |6.776    |5.205    |     ~   |     ~   |M3III                |  48 |   0
183 |HD 125158                          |PM*|14 19 51.5027170776 -61 16 22.705691232|     ~   |5.52     |5.23     |     ~   |     ~   |A5/7mA7-F2           |  54 |   0
184 |HD 82734                           |*  |09 33 12.4598609496 -21 06 56.603996244|     ~   |6.027    |5.003    |     ~   |     ~   |K0III                | 107 |   0
185 |HD 4088                            |PM*|00 42 41.9497556976 -60 15 46.103625468|     ~   |7.30     |5.98     |     ~   |     ~   |K3III                |  23 |   0
186 |HD 19978                           |PM*|03 20 19.7344100616 +77 44 05.147106108|     ~   |5.649    |5.444    |     ~   |     ~   |A6V                  |  55 |   0
187 |HD 201636                          |PM*|21 06 23.3019303168 +71 25 54.472096488|     ~   |6.253    |5.877    |     ~   |     ~   |F3IV                 |  42 |   0
188 |HD 216446                          |PM*|22 47 29.0691534336 +83 09 13.783501260|     ~   |6.04     |4.78     |     ~   |     ~   |K3III                |  58 |   0
189 |HD 49131                           |Be*|06 45 31.1887692456 -30 56 56.329692216|4.48     |5.55     |5.68     |7.15     |     ~   |B1.5Vne              |  81 |   0
190 |* 68 Oph                           |** |18 01 45.1974936313 +01 18 18.306278873|     ~   |4.453    |4.429    |     ~   |     ~   |A0.5Van              | 151 |   0
191 |HD 222060                          |PM*|23 38 23.8862461056 -76 52 10.356660192|     ~   |6.900    |5.983    |     ~   |     ~   |K0II/III             |  14 |   0
192 |HD 152293                          |*  |16 54 26.9426810760 -42 28 44.028544116|     ~   |6.458    |5.839    |     ~   |     ~   |F3II                 |  34 |   0
193 |V* V567 Cas                        |a2*|00 05 06.1508805192 +61 18 50.292327564|     ~   |5.710    |5.791    |     ~   |     ~   |B6III                |  63 |   0
194 |* del Sex                          |PM*|10 29 28.7028852361 -02 44 20.672813052|     ~   |5.130    |5.180    |     ~   |     ~   |B9V                  |  84 |   0
195 |HD 39286                           |*  |05 52 23.4063709536 +19 52 04.250177472|     ~   |6.518    |5.985    |     ~   |     ~   |K0IIb+B8IV           |  56 |   0
196 |* 33 Cet                           |Pu*|01 10 33.5530414848 +02 26 44.427624072|     ~   |7.435    |5.942    |     ~   |     ~   |K4/5III              |  36 |   0
197 |HD 172211                          |*  |18 43 37.3375808736 -64 33 05.130535788|     ~   |6.732    |5.757    |     ~   |     ~   |K0III                |  23 |   0
198 |* c02 Cen                          |*  |14 44 59.2016391888 -35 11 30.583305636|     ~   |4.927    |4.924    |     ~   |     ~   |A0IVnn               |  65 |   0
199 |* 42 Peg                           |PM*|22 41 27.7207176 +10 49 52.907917      |3.10     |3.33     |3.41     |3.43     |3.50     |B8.5IV               | 316 |   0
200 |HD 30557                           |PM*|04 51 09.3214674576 +48 44 26.394386136|     ~   |6.646    |5.643    |     ~   |     ~   |G9III                |  53 |   0
201 |* chi Aql                          |** |19 42 34.00828 +11 49 35.7023          |5.880    |5.870    |5.310    |     ~   |     ~   |G2Ib+B5.5            |  64 |   0
202 |* gam Ret                          |LP*|04 00 53.8076037821 -62 09 33.418260950|7.93     |6.12     |4.50     |2.84     |1.36     |M4III                |  70 |   0
203 |* ksi01 Lib                        |PM*|14 54 22.8741152112 -11 53 54.061357524|     ~   |6.768    |5.788    |     ~   |     ~   |K0III                |  51 |   0
204 |HD 58425                           |*  |07 30 52.6646699448 +68 27 56.327018904|     ~   |6.752    |5.643    |     ~   |     ~   |K2III                |  42 |   0
205 |* i Her                            |V* |16 45 49.8919480944 +08 34 57.408688488|8.62     |6.68     |5.15     |     ~   |     ~   |K5III                | 100 |   0
206 |* mu. Cap                          |PM*|21 53 17.7704445429 -13 33 06.366703913|     ~   |5.45     |5.08     |     ~   |     ~   |F2V                  | 108 |   0
207 |HD 166023                          |*  |18 10 05.8137077256 -30 43 43.200328980|     ~   |6.74     |5.65     |     ~   |     ~   |K1III                |  26 |   0
208 |HD 155078                          |PM*|17 09 47.9501038968 -10 31 23.878977276|     ~   |5.885    |5.430    |     ~   |     ~   |F5IV/V               |  79 |   0
209 |HD 127167                          |*  |14 29 50.5176536400 +00 49 44.151127500|     ~   |6.120    |5.966    |     ~   |     ~   |A5IV/V               |  49 |   0
210 |HD 57821                           |*  |07 22 13.5293333258 -19 00 59.764391990|4.53     |4.893    |4.950    |     ~   |     ~   |B5II/III             |  69 |   0
211 |HD 156293                          |*  |17 18 47.8284399264 -44 07 47.087356152|     ~   |5.702    |5.736    |     ~   |     ~   |B9V                  |  56 |   0
212 |* gam Cyg                          |V* |20 22 13.7018357 +40 15 24.044963      |3.44     |2.90     |2.23     |1.74     |1.40     |F8Ib                 | 598 |   0
213 |HD 42341                           |*  |06 09 34.5239521104 -14 35 04.625125368|     ~   |6.704    |5.555    |     ~   |     ~   |K2III                |  39 |   0
214 |* 10 LMi                           |RS*|09 34 13.3818448296 +36 23 51.209023344|     ~   |5.47     |4.60     |     ~   |     ~   |G7.5IIIb             | 153 |   0
215 |HD 82232                           |PM*|09 30 22.4828763456 -15 34 38.471885652|     ~   |7.060    |5.849    |     ~   |     ~   |K2III                |  28 |   0
216 |* sig Pup                          |SB*|07 29 13.8326369825 -43 18 05.167418899|6.54     |4.77     |3.25     |2.04     |1.12     |K5III                | 137 |   0
217 |* alf Cam                          |s*b|04 54 03.0113886719 +66 20 33.633625509|3.47     |4.34     |4.29     |4.18     |4.18     |O9Ia                 | 670 |   1
218 |HD 150453                          |PM*|16 41 53.7028702608 -19 55 27.699461724|     ~   |5.971    |5.559    |     ~   |     ~   |F3V                  |  90 |   0
219 |* kap Dra                          |Be*|12 33 28.9433168544 +69 47 17.659892220|3.18     |3.75     |3.89     |3.84     |3.92     |B6IIIe               | 387 |   0
220 |HD 36734                           |*  |05 31 36.0022600416 -45 55 31.145028924|     ~   |7.214    |5.844    |     ~   |     ~   |K3III                |  17 |   0
221 |HD 137709                          |*  |15 29 24.2699250840 -46 43 57.738647172|     ~   |6.951    |5.222    |     ~   |     ~   |K4III                |  39 |   0
222 |* ome For                          |*  |02 33 50.7014978880 -28 13 56.415570096|4.7      |4.90     |4.96     |     ~   |     ~   |B9.5IV               |  72 |   0
223 |HD 126241                          |*  |14 27 07.0866263736 -65 49 17.929103880|     ~   |7.333    |5.828    |     ~   |     ~   |K3III                |  21 |   0
224 |* 36 Oph B                         |PM*|17 15 20.9838262152 -26 36 10.173444860|     ~   |5.88     |5.03     |     ~   |     ~   |K1V                  | 252 |   1
225 |HD 4391                            |EB*|00 45 45.5929295136 -47 33 07.142647212|     ~   |6.418    |5.794    |     ~   |     ~   |G3V                  | 123 |   0
226 |HD 102365                          |PM*|11 46 31.0725331317 -40 30 01.285867174|5.65     |5.55     |4.88     |4.35     |3.97     |G2V                  | 355 |   1
227 |HD 71196                           |PM*|08 25 19.0017429000 -21 02 45.442568220|     ~   |6.389    |5.987    |     ~   |     ~   |F2V                  |  47 |   0
228 |HD 113902                          |*  |13 07 38.2846328832 -53 27 35.149793112|     ~   |5.629    |5.698    |     ~   |     ~   |B8/9V                |  69 |   0
229 |HD 51814                           |RG*|06 58 57.0243821928 +03 36 08.480590020|     ~   |7.003    |5.947    |     ~   |     ~   |K0II/III             |  27 |   0
230 |HD 173638                          |*  |18 46 43.3242113592 -10 07 30.161333784|6.7      |6.285    |5.717    |     ~   |     ~   |F0IV                 |  71 |   0
231 |* 58 Per                           |SB*|04 36 41.4325009530 +41 15 53.405356208|6.31     |5.50     |4.26     |3.31     |2.61     |K0II-III+B9V         | 126 |   0
232 |* y Vel                            |Pe*|09 38 01.4514238848 -43 11 27.384240840|7.18     |6.50     |5.50     |     ~   |     ~   |G8IIIBa1.5           | 133 |   0
233 |HD 166114                          |*  |18 11 05.5628156880 -41 21 32.814185004|     ~   |6.133    |5.845    |     ~   |     ~   |F2V                  |  40 |   0
234 |HD 100382                          |*  |11 32 19.9960982856 -66 57 42.564347316|     ~   |7.025    |5.881    |     ~   |     ~   |K1IIICNIb/II         |  32 |   0
235 |HD 162917                          |PM*|17 53 14.1856368720 +06 06 05.122217808|     ~   |6.194    |5.759    |     ~   |     ~   |F4IV-V               | 102 |   0
236 |* del02 Gru                        |LP?|22 29 45.4331493366 -43 44 57.187958530|7.38     |5.68     |4.11     |2.38     |0.79     |M4.5IIIa             |  79 |   0
237 |* 33 Cap                           |PM*|21 24 09.5931989472 -20 51 06.731650296|     ~   |6.535    |5.366    |     ~   |     ~   |K0III                | 120 |   0
238 |* m Car                            |V* |09 39 21.0112812689 -61 19 40.979181659|     ~   |4.432    |4.498    |     ~   |     ~   |B9IV/V               |  84 |   0
239 |* del Hya                          |** |08 37 39.3674727912 +05 42 13.635944028|     ~   |4.144    |4.131    |     ~   |4.12     |A0Vnn                | 133 |   0
240 |HD 172910                          |Y*O|18 44 19.3604882816 -35 38 31.158238101|3.97     |4.69     |4.87     |5.02     |5.18     |B2V                  |  99 |   0
241 |* 49 Vir                           |*  |13 07 53.8128711672 -10 44 25.471334544|     ~   |6.281    |5.151    |     ~   |     ~   |K0.5IIIbFe-0.5       |  90 |   0
242 |HD 25371                           |*  |04 00 40.6565216520 -30 29 26.550122604|     ~   |5.949    |5.919    |     ~   |     ~   |A1V                  |  39 |   0
243 |* psi Oph                          |PM*|16 24 06.1777460190 -20 02 14.352188619|6.37     |5.53     |4.50     |3.72     |3.22     |K0-II-III            |  88 |   0
244 |* del03 Tau                        |a2*|04 25 29.3847186643 +17 55 40.463442784|     ~   |4.369    |4.298    |6.18     |4.24     |A2IV-Vs              | 423 |   0
245 |HD 47667                           |*  |06 39 16.7194330944 -14 08 44.742752700|     ~   |6.289    |4.812    |     ~   |     ~   |K2+IIIaCN0.5Ca1      |  75 |   0
246 |* 24 Sgr                           |*  |18 33 53.4863166984 -24 01 56.215182540|     ~   |7.263    |5.461    |     ~   |     ~   |K3III                |  33 |   0
247 |* psi01 Ori                        |Be*|05 24 44.8273848312 +01 50 47.201915688|3.83     |4.76     |4.96     |5.04     |5.26     |B1Vn                 | 365 |   0
248 |HD 29613                           |RG*|04 39 19.7106414840 -14 21 33.082104168|     ~   |6.510    |5.463    |     ~   |     ~   |K0.5IVa              |  67 |   0
249 |HD 130917                          |*  |14 49 58.3985221344 +28 36 56.993162868|     ~   |5.85     |5.80     |     ~   |5.74     |A4V                  |  51 |   0
250 |HD 4585                            |*  |00 47 43.2211914000 -18 03 40.816774404|     ~   |6.992    |5.693    |     ~   |     ~   |K3III                |  32 |   0
251 |* kap Aqr                          |PM*|22 37 45.3805453954 -04 13 40.997283364|     ~   |6.174    |5.030    |     ~   |     ~   |K1.5IIIbCN0.5        |  88 |   0
252 |* 52 Ari                           |** |03 05 26.68819 +25 15 18.6257          |     ~   |5.43     |5.47     |     ~   |     ~   |B7Vn                 |  86 |   0
253 |* pi.06 Ori                        |V* |04 58 32.9022894600 +01 42 50.448732336|     ~   |5.853    |4.459    |     ~   |     ~   |K2-IIb               | 139 |   0
254 |* gam01 Del                        |PM*|20 46 38.8610460432 +16 07 26.861778660|     ~   |5.53     |4.96     |3.6      |     ~   |F8V                  | 116 |   0
255 |* 27 UMa                           |*  |09 42 57.1888460808 +72 15 09.423473868|     ~   |6.176    |5.142    |     ~   |     ~   |K0III                |  72 |   0
256 |HD 59890                           |*  |07 30 42.6019759200 -30 57 44.209928016|6.21     |5.58     |4.65     |3.98     |3.51     |G2Iab/b              |  66 |   0
257 |* d Boo                            |SB*|14 10 23.9334932664 +25 05 30.037020972|5.44     |5.37     |4.83     |4.39     |4.10     |F8V                  | 176 |   0
258 |* sig Hya                          |*  |08 38 45.4374492452 +03 20 29.166677783|6.91     |5.63     |4.43     |3.54     |2.98     |K1III                | 145 |   0
259 |V* HR Lup                          |a2*|15 08 12.1238757000 -40 35 02.155417224|5.25     |5.65     |5.79     |     ~   |     ~   |B8IVSi               | 179 |   1
260 |* 34 Per                           |*  |03 29 22.0494961351 +49 30 32.230623601|4.01     |4.610    |4.735    |     ~   |     ~   |B3V                  | 169 |   0
261 |HD 118646                          |PM*|13 38 42.0709958256 -29 33 39.123093744|     ~   |6.221    |5.810    |     ~   |     ~   |F3V                  |  73 |   0
262 |* gam02 Vel                        |WR*|08 09 31.95013 -47 20 11.7108          |0.64     |1.58     |1.83     |1.85     |2.00     |WC8+O7.5III-V        | 931 |   0
263 |HD 207198                          |Y*?|21 44 53.2791389640 +62 27 38.048647248|5.61     |6.25     |5.94     |5.66     |5.49     |O8.5II               | 360 |   0
264 |HD 109409                          |PM*|12 34 42.3935608056 -44 40 22.867472928|     ~   |6.44     |5.76     |     ~   |     ~   |G3IV                 |  82 |   0
265 |* 68 Cas                           |Pu*|00 44 26.1915514056 +47 51 50.342883408|     ~   |5.520    |5.648    |     ~   |     ~   |B5V                  | 110 |   0
266 |* 35 Aqr                           |*  |22 08 58.9903231176 -18 31 10.536229236|     ~   |5.629    |5.793    |     ~   |     ~   |B2III                |  93 |   0
267 |* kap02 Tau                        |dS*|04 25 25.0152469704 +22 11 59.995517604|     ~   |5.544    |5.264    |     ~   |     ~   |F0Vn                 | 151 |   0
